"","X.1","X","Kingdom","Phylum","Class","Order","Family","Genus","Species","Organism","TaxID","Assembly_Accession","Assembly_Status","Accession_Date","Assembly_Length_Total","Assembly_Length_Ungapped","BUSCO_RefseqAnnotationRelease","BUSCO_Lineage","BUSCO_Cover","BUSCO_Complete","BUSCO_SingleCopy","BUSCO_Duplicated","BUSCO_Fragmented","BUSCO_Missing","BUSCO_TotalCount","ContigN50","ScaffoldN50","Sequencing_Method","Sequencing_Attributes","SRA_Species","Species.1","Sequencing_method_1","Sequencing_method_2","Species.2","GS","AssblySz","Seq_Method","Diff","DiffProp","Species.3","GS.1","AssblySz.1","Seq_Method.1","UR","Diff.1","DiffProp.1"
"13553",38323,38323,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila bipectinata","Drosophila bipectinata (flies)",42026,"GCF_000236285.1","Scaffold","2011/08/30",167263958,166411051,"101","diptera_odb10","4.0.2",0.993303,0.988128,0.00517504,0.00365297,0.00304414,3285,149088,663995,"ILLUMINA","Illumina Genome Analyzer IIx","Drosophila bipectinata","Drosophila bipectinata","ILLUMINA","","Drosophila bipectinata",205833333.333333,167263958,"ILLUMINA",38569375.333333,0.1873815805668,"Drosophila bipectinata",210950000,167263958,"ILLUMINA",0.79,43686042,0.207091926996919
"13554",38324,38324,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila takahashii","Drosophila takahashii (flies)",29030,"GCF_000224235.1","Scaffold","2011/09/01",182106768,181031891,"101","diptera_odb10","4.0.2",0.996956,0.990259,0.00669711,0.00243531,0.000608828,3285,126259,387676,"ILLUMINA","Illumina Genome Analyzer IIx","Drosophila takahashii","Drosophila takahashii","ILLUMINA","","Drosophila takahashii",203466666.666667,182106768,"ILLUMINA",21359898.666667,0.104979842726083,"Drosophila takahashii",207400000,182106768,"ILLUMINA",0.84,25293232,0.121953866923819
"13555",38325,38325,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila kikkawai","Drosophila kikkawai (flies)",30033,"GCF_000224215.1","Scaffold","2011/08/31",164292578,163450645,"101","diptera_odb10","4.0.2",0.996043,0.987823,0.00821918,0.0021309,0.00182648,3285,209056,903682,"ILLUMINA","Illumina Genome Analyzer IIx","Drosophila kikkawai","Drosophila kikkawai","ILLUMINA","","Drosophila kikkawai",217293333.333333,164292578,"ILLUMINA",53000755.333333,0.243913398171441,"Drosophila kikkawai",223250000,164292578,"ILLUMINA",0.785,58957422,0.264086996640538
"13556",38326,38326,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila elegans","Drosophila elegans (flies)",30023,"GCF_000224195.1","Scaffold","2011/08/30",171267669,170533638,"101","diptera_odb10","4.0.2",0.996956,0.994216,0.00273973,0.00121766,0.00182648,3285,212818,1714184,"ILLUMINA","Illumina Genome Analyzer IIx","Drosophila elegans","Drosophila elegans","ILLUMINA","","Drosophila elegans",210666666.666667,171267669,"ILLUMINA",39398997.666667,0.187020558544305,"Drosophila elegans",218200000,171267669,"ILLUMINA",0.735,46932331,0.215088593033914
"13558",38328,38328,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila ficusphila","Drosophila ficusphila (flies)",30025,"GCF_000220665.1","Scaffold","2011/08/31",152439475,151050603,"101","diptera_odb10","4.0.2",0.997869,0.993303,0.00456621,0.00121766,0.000913242,3285,275894,1050541,"ILLUMINA","Illumina Genome Analyzer IIx","Drosophila ficusphila","Drosophila ficusphila","ILLUMINA","","Drosophila ficusphila",193473333.333333,152439475,"ILLUMINA",41033858.333333,0.212090512043002,"Drosophila ficusphila",197300000,152439475,"ILLUMINA",0.725,44860525,0.227372149011657
"13669",38605,38605,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila busckii","Drosophila busckii (flies)",30019,"GCF_001277935.1","Chromosome","2015/02/10",135748557,124583858,"100","diptera_odb10","4.0.2",0.989346,0.94277,0.0465753,0.00334855,0.00730594,3285,157428,26871514,"ILLUMINA","Illumina HiSeq 2500","Drosophila busckii","Drosophila busckii","ILLUMINA","","Drosophila busckii",150930000,135748557,"ILLUMINA",15181443,0.100585986881336,"Drosophila busckii",135600000,135748557,"ILLUMINA",0.9055,-148557,-0.00109555309734513
"13797",38863,38863,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila miranda","Drosophila miranda (flies)",7229,"GCA_000269505.1","Chromosome","2014/08/11",130836552,122500587,"","","",NA,NA,NA,NA,NA,NA,24865,27885022,"","","Ganoderma lucidum G.260125-1","Drosophila miranda","","","Drosophila miranda",223132000,130836552,"",92295448,0.413636089848162,"Drosophila miranda",205750000,130836552,"",0.859,74913448,0.364099382746051
"13844",38935,38935,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila simulans","Drosophila simulans (flies)",7240,"GCA_000259045.1","Chromosome","2014/08/06",141125704,125681775,"","","",NA,NA,NA,NA,NA,NA,7067,892727,"","","Drosophila simulans","Drosophila simulans","","","Drosophila simulans",147945000,141125704,"",6819296,0.0460934536483153,"Drosophila simulans",166350000,141125704,"",0.765,25224296,0.151633880372708
"13845",38936,38936,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila simulans","Drosophila simulans (flies)",7240,"GCF_000259055.1","Chromosome","2014/08/06",137843219,127255788,"","","",NA,NA,NA,NA,NA,NA,15135,857818,"","","Drosophila simulans","Drosophila simulans","","","Drosophila simulans",147945000,137843219,"",10101781,0.0682806515934976,"Drosophila simulans",166350000,137843219,"",0.765,28506781,0.171366281935678
"13849",38941,38941,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila yakuba","Drosophila yakuba (flies)",7245,"GCF_000005975.2","Chromosome","2014/08/05",165709965,162597976,"","","",NA,NA,NA,NA,NA,NA,115562,21770863,"","","Drosophila yakuba","Drosophila yakuba","","","Drosophila yakuba",173612000,165709965,"",7902035,0.0455154885606986,"Drosophila yakuba",179750000,165709965,"",0.77,14040035,0.0781086787204451
"13850",38942,38942,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","Drosophila melanogaster (fruit fly)",7227,"GCF_000001215.2","Chromosome","2014/07/23",139485381,136826056,"","","",NA,NA,NA,NA,NA,NA,21485538,23011544,"","","Drosophila melanogaster","Drosophila melanogaster","","","Drosophila melanogaster",169361428.571429,139485381,"",29876047.571429,0.176404083405736,"Drosophila melanogaster",173300000,139485381,"",0.774,33814619,0.195121863819965
"13851",38944,38944,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila sechellia","Drosophila sechellia (flies)",7238,"GCF_000005215.3","Scaffold","2014/08/06",166592095,157253525,"","","",NA,NA,NA,NA,NA,NA,42955,2123299,"","","Drosophila sechellia","Drosophila sechellia","","","Drosophila sechellia",179596000,166592095,"",13003905,0.0724064288736943,"Drosophila sechellia",199600000,166592095,"",0.695,33007905,0.165370265531062
"13911",39080,39080,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila pseudoobscura","Drosophila pseudoobscura (flies)",7237,"GCA_001014495.1","Scaffold","2015/05/31",119047972,115970258,"","","",NA,NA,NA,NA,NA,NA,5275,6248,"","","Drosophila pseudoobscura","Drosophila pseudoobscura","","","Drosophila pseudoobscura",164264000,119047972,"",45216028,0.275264379291872,"Drosophila pseudoobscura",171050000,119047972,"",0.8765,52002028,0.304016533177433
"13915",39086,39086,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila busckii","Drosophila busckii (flies)",30019,"GCA_001014355.1","Scaffold","2015/05/31",113095133,112330296,"","","",NA,NA,NA,NA,NA,NA,15578,19964,"","","Drosophila busckii","Drosophila busckii","","","Drosophila busckii",150930000,113095133,"",37834867,0.250678241568939,"Drosophila busckii",135600000,113095133,"",0.9055,22504867,0.165965095870206
"13916",39087,39087,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila miranda","Drosophila miranda (flies)",7229,"GCA_001014365.1","Scaffold","2015/05/31",131486098,129920342,"","","",NA,NA,NA,NA,NA,NA,12439,50131,"","","Drosophila miranda","Drosophila miranda","","","Drosophila miranda",223132000,131486098,"",91645902,0.410725050642669,"Drosophila miranda",205750000,131486098,"",0.859,74263902,0.360942415552855
"13917",39088,39088,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","Drosophila melanogaster (fruit fly)",7227,"GCA_001014345.1","Scaffold","2015/05/31",117810628,116087585,"","","",NA,NA,NA,NA,NA,NA,12465,47263,"","","Drosophila melanogaster","Drosophila melanogaster","","","Drosophila melanogaster",169361428.571429,117810628,"",51550800.571429,0.304383359341393,"Drosophila melanogaster",173300000,117810628,"",0.774,55489372,0.3201925678015
"14081",39344,39344,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila eugracilis","Drosophila eugracilis (flies)",29029,"GCA_000236325.1","Scaffold","2014/08/11",156925476,156313185,"","","",NA,NA,NA,NA,NA,NA,224386,976726,"PACBIO_SMRT","PacBio RS II","Gallus gallus","Drosophila eugracilis","PACBIO_SMRT","","Drosophila eugracilis",233513333.333333,156925476,"PACBIO_SMRT",76587857.333333,0.327980660633225,"Drosophila eugracilis",237800000,156925476,"PACBIO_SMRT",0.63,80874524,0.340094718250631
"14082",39345,39345,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila bipectinata","Drosophila bipectinata (flies)",42026,"GCA_000236285.1","Scaffold","2014/08/11",167246727,166394551,"","","",NA,NA,NA,NA,NA,NA,149052,657776,"PACBIO_SMRT","PacBio RS II","Gallus gallus","Drosophila bipectinata","PACBIO_SMRT","","Drosophila bipectinata",205833333.333333,167246727,"PACBIO_SMRT",38586606.333333,0.187465293927124,"Drosophila bipectinata",210950000,167246727,"PACBIO_SMRT",0.79,43703273,0.207173609860156
"14203",39604,39604,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila kikkawai","Drosophila kikkawai (flies)",30033,"GCA_000224215.1","Scaffold","2011/07/12",164317633,163482374,"","","",NA,NA,NA,NA,NA,NA,209023,903526,"ILLUMINA","Illumina Genome Analyzer","Linum usitatissimum","Drosophila kikkawai","ILLUMINA","","Drosophila kikkawai",217293333.333333,164317633,"ILLUMINA",52975700.333333,0.243798093207338,"Drosophila kikkawai",223250000,164317633,"ILLUMINA",0.785,58932367,0.263974768197088
"14205",39606,39606,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila takahashii","Drosophila takahashii (flies)",29030,"GCA_000224235.1","Scaffold","2011/07/12",182069776,181000545,"","","",NA,NA,NA,NA,NA,NA,126240,387609,"ILLUMINA","Illumina Genome Analyzer","Linum usitatissimum","Drosophila takahashii","ILLUMINA","","Drosophila takahashii",203466666.666667,182069776,"ILLUMINA",21396890.666667,0.105161651376148,"Drosophila takahashii",207400000,182069776,"ILLUMINA",0.84,25330224,0.122132227579556
"14207",39608,39608,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila elegans","Drosophila elegans (flies)",30023,"GCA_000224195.1","Scaffold","2011/07/12",171239642,170516987,"","","",NA,NA,NA,NA,NA,NA,214270,1713827,"ILLUMINA","Illumina Genome Analyzer","Linum usitatissimum","Drosophila elegans","ILLUMINA","","Drosophila elegans",210666666.666667,171239642,"ILLUMINA",39427024.666667,0.187153598101267,"Drosophila elegans",218200000,171239642,"ILLUMINA",0.735,46960358,0.215217039413382
"14269",39675,39675,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila ficusphila","Drosophila ficusphila (flies)",30025,"GCA_000220665.1","Scaffold","2014/08/06",152437402,151045793,"","","",NA,NA,NA,NA,NA,NA,275834,1050437,"","","Loxodonta africana","Drosophila ficusphila","","","Drosophila ficusphila",193473333.333333,152437402,"",41035931.333333,0.212101226697907,"Drosophila ficusphila",197300000,152437402,"",0.725,44862598,0.227382655854029
"14308",39728,39728,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila ananassae","Drosophila ananassae (flies)",7217,"GCF_000005115.1","Scaffold","2014/08/06",230993012,213918817,"","","",NA,NA,NA,NA,NA,NA,95247,4599533,"","","Drosophila ananassae","Drosophila ananassae","","","Drosophila ananassae",200056000,230993012,"",-30937012,-0.154641760307114,"Drosophila ananassae",201850000,230993012,"",0.79,-29143012,-0.144379549170176
"14321",39760,39760,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila sechellia","Drosophila sechellia (flies)",7238,"GCF_000005215.2","Scaffold","2014/08/06",166577145,157238575,"","","",NA,NA,NA,NA,NA,NA,42955,2123299,"","","Drosophila sechellia","Drosophila sechellia","","","Drosophila sechellia",179596000,166577145,"",13018855,0.0724896712621662,"Drosophila sechellia",199600000,166577145,"",0.695,33022855,0.165445165330661
"14322",39761,39761,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila persimilis","Drosophila persimilis (flies)",7234,"GCF_000005195.2","Scaffold","2014/08/06",188374079,175583556,"","","",NA,NA,NA,NA,NA,NA,20311,1869541,"","","Drosophila persimilis","Drosophila persimilis","","","Drosophila persimilis",188364000,188374079,"",-10079,-5.35081013357117e-05,"Drosophila persimilis",182400000,188374079,"",0.907,-5974079,-0.0327526260964912
"14403",39928,39928,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila simulans","Drosophila simulans (flies)",7240,"GCA_000820565.1","Chromosome","2014/04/01",121269740,120417941,"","","",NA,NA,NA,NA,NA,NA,117617,21106324,"ILLUMINA","Illumina HiSeq 2000","Drosophila simulans","Drosophila simulans","ILLUMINA","","Drosophila simulans",147945000,121269740,"ILLUMINA",26675260,0.180305248572105,"Drosophila simulans",166350000,121269740,"ILLUMINA",0.765,45080260,0.270996453261196
"14493",40082,40082,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila simulans","Drosophila simulans (flies)",7240,"GCA_000180975.1","Contig","2014/08/06",91034908,91034908,"","","",NA,NA,NA,NA,NA,NA,1622,1622,"","","Drosophila simulans","Drosophila simulans","","","Drosophila simulans",147945000,91034908,"",56910092,0.384670600561019,"Drosophila simulans",166350000,91034908,"",0.765,75315092,0.45275077847911
"14494",40083,40083,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila simulans","Drosophila simulans (flies)",7240,"GCA_000180955.1","Scaffold","2014/08/06",104910145,104910032,"","","",NA,NA,NA,NA,NA,NA,2196,2196,"","","Drosophila simulans","Drosophila simulans","","","Drosophila simulans",147945000,104910145,"",43034855,0.290884146135388,"Drosophila simulans",166350000,104910145,"",0.765,61439855,0.369340877667568
"14495",40084,40084,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila simulans","Drosophila simulans (flies)",7240,"GCA_000180935.1","Scaffold","2014/08/06",78512494,78512409,"","","",NA,NA,NA,NA,NA,NA,1723,1723,"","","Drosophila simulans","Drosophila simulans","","","Drosophila simulans",147945000,78512494,"",69432506,0.469312960897631,"Drosophila simulans",166350000,78512494,"",0.765,87837506,0.528028289750526
"14496",40085,40085,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila simulans","Drosophila simulans (flies)",7240,"GCA_000180915.1","Contig","2014/08/06",65035605,65035605,"","","",NA,NA,NA,NA,NA,NA,1351,1351,"","","Drosophila simulans","Drosophila simulans","","","Drosophila simulans",147945000,65035605,"",82909395,0.560406874176214,"Drosophila simulans",166350000,65035605,"",0.765,101314395,0.609043552750225
"14498",40087,40087,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila simulans","Drosophila simulans (flies)",7240,"GCA_000180875.1","Contig","2014/08/06",84749630,84749630,"","","",NA,NA,NA,NA,NA,NA,2039,2039,"","","Drosophila simulans","Drosophila simulans","","","Drosophila simulans",147945000,84749630,"",63195370,0.42715448308493,"Drosophila simulans",166350000,84749630,"",0.765,81600370,0.490534235046588
"14499",40088,40088,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila simulans","Drosophila simulans (flies)",7240,"GCA_000180855.1","Contig","2014/08/06",85059129,85059129,"","","",NA,NA,NA,NA,NA,NA,2223,2223,"","","Drosophila simulans","Drosophila simulans","","","Drosophila simulans",147945000,85059129,"",62885871,0.425062496197911,"Drosophila simulans",166350000,85059129,"",0.765,81290871,0.488673706041479
"14535",40144,40144,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","Drosophila melanogaster (fruit fly)",7227,"GCA_000778455.1","Contig","2014/01/31",164080454,164080454,"","","",NA,NA,NA,NA,NA,NA,13636574,13636574,"PACBIO_SMRT","PacBio RS","Drosophila melanogaster","Drosophila melanogaster","PACBIO_SMRT","","Drosophila melanogaster",169361428.571429,164080454,"PACBIO_SMRT",5280974.57142901,0.0311816841412727,"Drosophila melanogaster",173300000,164080454,"PACBIO_SMRT",0.774,9219546,0.0531999192152337
"14623",40271,40271,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila simulans","Drosophila simulans (flies)",7240,"GCF_000754195.1","Chromosome","2012/08/18",124948802,124577973,"","","",NA,NA,NA,NA,NA,NA,451931,23539531,"ILLUMINA","Illumina Genome Analyzer II","Drosophila simulans","Drosophila simulans","ILLUMINA","","Drosophila simulans",147945000,124948802,"ILLUMINA",22996198,0.155437480144648,"Drosophila simulans",166350000,124948802,"ILLUMINA",0.765,41401198,0.248880060114217
"14627",40279,40279,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila simulans","Drosophila simulans (flies)",7240,"GCA_000754195.1","Chromosome","2012/08/18",123940107,123569448,"","","",NA,NA,NA,NA,NA,NA,458962,23539531,"ILLUMINA","Illumina Genome Analyzer II","Drosophila simulans","Drosophila simulans","ILLUMINA","","Drosophila simulans",147945000,123940107,"ILLUMINA",24004893,0.162255520632668,"Drosophila simulans",166350000,123940107,"ILLUMINA",0.765,42409893,0.254943751127142
"14647",40354,40354,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","Drosophila melanogaster (fruit fly)",7227,"GCF_000001215.4","Chromosome","2014/07/23",143726002,142573024,"","","",NA,NA,NA,NA,NA,NA,21485538,25286936,"","","Drosophila melanogaster","Drosophila melanogaster","","","Drosophila melanogaster",169361428.571429,143726002,"",25635426.571429,0.151365200374518,"Drosophila melanogaster",173300000,143726002,"",0.774,29573998,0.170652036930179
"14648",40355,40355,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","Drosophila melanogaster (fruit fly)",7227,"GCF_000001215.3","Chromosome","2014/07/23",143725995,142573017,"","","",NA,NA,NA,NA,NA,NA,21485538,25286936,"","","Drosophila melanogaster","Drosophila melanogaster","","","Drosophila melanogaster",169361428.571429,143725995,"",25635433.571429,0.151365241706243,"Drosophila melanogaster",173300000,143725995,"",0.774,29574005,0.170652077322562
"14716",40542,40542,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","Drosophila melanogaster (fruit fly)",7227,"GCA_000705575.1","Contig","2014/04/01",153282145,153282145,"","","",NA,NA,NA,NA,NA,NA,109246,109246,"ILLUMINA","Illumina HiSeq 2000","Drosophila melanogaster","Drosophila melanogaster","ILLUMINA","","Drosophila melanogaster",169361428.571429,153282145,"ILLUMINA",16079283.571429,0.0949406467993242,"Drosophila melanogaster",173300000,153282145,"ILLUMINA",0.774,20017855,0.115509838430467
